"","Provider_Name","Address","County","City","Doses_W1","Doses_W2","Doses_W3","Doses_W4","Doses_W5","Doses_W6","Doses_W7","Doses_W8","lon","lat","Sum"
"903","HEB Pharmacy 479","201 Fm 685","TRAVIS","Pflugerville",NA,100,NA,NA,NA,NA,NA,NA,-97.6116167,30.4380334,100
"904","HEB Pharmacy 48","3015 North Dowlen Rd","JEFFERSON","Beaumont",NA,100,NA,NA,NA,NA,NA,NA,-94.1701341,30.1055605,100
"905","HEB Pharmacy 480","9900 Wurzbach Rd","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.5600842,29.5313246,100
"906","HEB Pharmacy 485","310 N Westgate Dr","HIDALGO","Weslaco",NA,100,NA,NA,NA,NA,NA,NA,-98.0050127,26.1635917,100
"907","HEB Pharmacy 487","4500 Fm 2338","WILLIAMSON","Georgetown",NA,100,NA,NA,NA,NA,NA,NA,-97.7196273,30.6817169,100
"908","HEB Pharmacy 488","1600 Wildcat Dr","SAN PATRICIO","Portland",NA,100,NA,100,NA,500,NA,NA,-97.3173983,27.8872133,700
"909","HEB Pharmacy 489","2250 Boca Chica Blvd","CAMERON","Brownsville",NA,100,NA,NA,NA,NA,NA,NA,-97.4885945,25.9202983,100
"910","HEB Pharmacy 492","1550 Fry Rd","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.717149,29.7889086,100
"911","HEB Pharmacy 494","10660 Culebra Rd","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.703031,29.491418,100
"912","HEB Pharmacy 495","603 Louis Henna Blvd","WILLIAMSON","Round Rock",NA,100,NA,NA,NA,NA,NA,NA,-97.6592192,30.4809455,100
"913","HEB Pharmacy 497","1621 S Mason Rd","HARRIS","Katy",NA,100,NA,NA,NA,NA,NA,NA,-95.7505857,29.7574815,100
"914","HEB Pharmacy 498","7405 Fm 1960 E","HARRIS","Humble",NA,100,NA,NA,NA,NA,NA,NA,-95.1643009,30.0003159,100
"915","HEB Pharmacy 51","2000 S Gregg St","HOWARD","Big Spring",NA,100,NA,NA,NA,NA,NA,NA,-101.4726044,32.2347442,100
"916","HEB Pharmacy 52","3301 Sherwood Way","TOM GREEN","San Angelo",NA,100,NA,NA,NA,NA,NA,NA,-100.4802385,31.4446924,100
"917","HEB Pharmacy 54","9828 Blackhawk Blvd","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.2499997,29.6015765,100
"918","HEB Pharmacy 540","3111 Woodridge Ste 500","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.2947652,29.6983935,100
"919","HEB Pharmacy 541","10100 Beechnut","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.559759,29.6906232,100
"920","HEB Pharmacy 543","1900 Texas Ave S","BRAZOS","College Station",NA,100,NA,NA,NA,NA,NA,NA,-96.318952,30.6122816,100
"921","HEB Pharmacy 544","725 E Villa Maria","BRAZOS","Bryan",NA,100,NA,NA,NA,NA,NA,NA,-96.3507177,30.6439125,100
"922","HEB Pharmacy 551","11815 Westheimer","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.5875885,29.735443,100
"923","HEB Pharmacy 553","4955 Highway 6 N","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.6475841,29.847253,100
"924","HEB Pharmacy 554","1505 E Rio Grande","VICTORIA","Victoria",NA,100,NA,NA,NA,NA,NA,100,-96.9890408,28.8051917,200
"925","Heb Pharmacy 555","910 Kitty Hawk Rd","BEXAR","Universal City",NA,100,NA,NA,NA,NA,NA,NA,-98.3124828,29.5465156,100
"926","Heb Pharmacy 556","2118 Fredericksburg Rd","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.5257591,29.4658911,100
"927","HEB Pharmacy 557","801 Ih 35 N","MCLENNAN","Waco",NA,100,NA,NA,NA,NA,NA,NA,-97.1083488,31.5867701,100
"928","Heb Pharmacy 558","701 W Parkwood Ave","GALVESTON","Friendswood",NA,100,NA,NA,NA,NA,NA,NA,-95.1909288,29.5059679,100
"929","HEB Pharmacy 561","407 S Adams St","GILLESPIE","Fredericksburg",NA,100,NA,NA,NA,NA,NA,NA,-98.8752212,30.2708073,100
"930","Heb Pharmacy 562","1409 Highway 35 N","ARANSAS","Rockport",NA,100,NA,100,NA,NA,NA,200,-97.0810731,28.0336352,400
"931","HEB Pharmacy 563","19900 Southwest Frwy","FORT BEND","Sugar Land",NA,100,NA,NA,NA,NA,NA,NA,-95.6854073,29.5648997,100
"932","HEB Pharmacy 564","130 Sawdust Rd","MONTGOMERY","Spring",NA,100,NA,NA,NA,NA,NA,NA,-95.4457591,30.1275381,100
"933","HEB Pharmacy 566","24165 W Interstate 10 Ste 300","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.6333034,29.6650454,100
"934","Heb Pharmacy 567","999 E Basse Rd","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.4684059,29.4980193,100
"935","HEB Pharmacy 568","12018 Perrin Beitel Rd","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.407223,29.5489659,100
"936","HEB Pharmacy 57","1145 Waldron Rd","NUECES","Corpus Christi",NA,100,NA,NA,NA,NA,NA,NA,-97.2820377,27.6652644,100
"937","HEB Pharmacy 570","210 W Del Mar Blvd","WEBB","Laredo",NA,100,NA,NA,NA,NA,NA,NA,-99.4997457,27.5680971,100
"938","HEB Pharmacy 571","200 E Griffin Pkwy","HIDALGO","Mission",NA,100,NA,NA,NA,NA,NA,NA,-98.3222477,26.2281447,100
"939","HEB Pharmacy 574","28520 State Highway 249","HARRIS","Tomball",NA,100,NA,NA,NA,NA,NA,NA,-95.632088,30.083103,100
"940","HEB Pharmacy 576","7310 Louetta","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.5269541,30.0222042,100
"941","HEB Pharmacy 577","10251 Kempwood Dr","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.5456096,29.8223913,100
"942","HEB Pharmacy 579","9595 Six Pines Rd","MONTGOMERY","Spring",NA,100,NA,NA,NA,NA,NA,NA,-95.4642186,30.1640404,100
"943","HEB Pharmacy 580","2800 E Whitestone","WILLIAMSON","Cedar Park",NA,100,NA,NA,NA,NA,NA,NA,-97.7848004,30.5328683,100
"944","HEB Pharmacy 581","2511 Trimmier Rd","BELL","Killeen",NA,100,NA,NA,NA,NA,NA,NA,-97.7358989,31.0916384,100
"945","HEB Pharmacy 582","104 Hasler St","BASTROP","Bastrop",NA,100,NA,100,NA,NA,NA,NA,-97.3251385,30.1032957,200
"946","HEB Pharmacy 583","9100 Woodway Dr","MCLENNAN","Waco",NA,100,NA,NA,NA,NA,NA,NA,-97.2211313,31.495623,100
"947","HEB Pharmacy 584","306 N Mechanic St","WHARTON","El Campo",NA,100,NA,100,NA,NA,NA,NA,-96.2695136,29.1990056,200
"948","HEB Pharmacy 585","1520 Austin Hwy","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.4317882,29.4934859,100
"949","HEB Pharmacy 586","2314 S Zapata Hwy","WEBB","Laredo",NA,100,NA,NA,NA,NA,NA,NA,-99.4759503,27.4765029,100
"950","HEB Pharmacy 589","4800 Highway 365","JEFFERSON","Port Arthur",NA,100,NA,NA,NA,NA,NA,NA,-93.9747903,29.9633494,100
"951","HEB Pharmacy 590","901 Trenton Rd","HIDALGO","McAllen",NA,100,NA,NA,NA,NA,NA,NA,-98.2184147,26.2663736,100
"952","HEB Pharmacy 591","1700 E Palm Valley Blvd","WILLIAMSON","Round Rock",NA,100,NA,NA,NA,NA,NA,NA,-97.6585227,30.518813,100
"953","HEB Pharmacy 592","651 N. Us Hwy 183","WILLIAMSON","Leander",NA,100,NA,NA,NA,NA,NA,NA,-97.8577989,30.5842611,100
"954","HEB Pharmacy 593","100 Carlos G. Parker","WILLIAMSON","Taylor",NA,100,NA,NA,NA,NA,NA,NA,-97.4188708,30.6021653,100
"955","HEB Pharmacy 594","10777 Kuykendahl Rd","MONTGOMERY","Spring",NA,100,NA,NA,NA,NA,NA,NA,-95.5392128,30.1802461,100
"956","HEB Pharmacy 595","2108 North Frazier","MONTGOMERY","Conroe",NA,100,NA,NA,NA,NA,NA,NA,-95.4656582,30.3351468,100
"957","HEB Pharmacy 596","6711 South Fry Rd","FORT BEND","Katy",NA,100,NA,NA,NA,NA,NA,NA,-95.7760406,29.7131773,100
"958","HEB Pharmacy 599","5225 Buffalo Speedway","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.4271763,29.7269681,100
"959","HEB Pharmacy 6","2150 W Washington St","ERATH","Stephenville",NA,100,NA,200,NA,NA,NA,NA,-98.2253139,32.2084038,300
"960","HEB Pharmacy 610","2121 Fm 2920 Rd","HARRIS","Spring",NA,100,NA,NA,NA,NA,NA,NA,-95.4500986,30.0687865,100
"961","HEB Pharmacy 611","598 E Hwy Us 290","HAYS","Dripping Springs",NA,100,NA,NA,NA,NA,NA,NA,-98.0816333,30.1902607,100
"962","HEB Pharmacy 612","14414 Us Hwy 87 West","WILSON","La Vernia",NA,100,NA,NA,NA,NA,NA,NA,-98.1380945,29.3584351,100
"963","HEB Pharmacy 613","8231 Marbach Rd","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.6527678,29.4188327,100
"964","HEB Pharmacy 614","12680 W Lake Houston Parkway","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.1969858,29.9235677,100
"965","HEB Pharmacy 615","25675 Nelson Way","FORT BEND","Katy",NA,100,NA,NA,NA,NA,NA,NA,-95.820056,29.7745108,100
"966","HEB Pharmacy 618","5910 Babcock Rd","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.6033559,29.5270854,100
"967","HEB Pharmacy 619","949 William D Fitch Pkwy","BRAZOS","College Station",NA,100,NA,NA,NA,NA,NA,NA,-96.2609947,30.5590246,100
"968","HEB Pharmacy 621","420 W Bandera","KENDALL","Boerne",NA,100,NA,NA,NA,NA,NA,NA,-98.7350177,29.7810596,100
"969","HEB Pharmacy 622","20725 Hwy 46 West","COMAL","Spring Branch",NA,100,NA,NA,NA,NA,NA,NA,-98.4295865,29.7963881,100
"970","HEB Pharmacy 623","9238 N Loop 1604 W","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.664184,29.5536932,100
"971","HEB Pharmacy 626","1095 West Business Hwy 77","CAMERON","San Benito",NA,100,NA,NA,NA,NA,NA,NA,-97.6364748,26.1266713,100
"972","HEB Pharmacy 627","530 Hwy 6","FORT BEND","Sugar Land",NA,100,NA,NA,NA,NA,NA,NA,-95.6455734,29.6084458,100
"973","HEB Pharmacy 63","2805 Business Center Dr.","BRAZORIA","Pearland",NA,100,NA,100,NA,NA,NA,NA,-95.3905069,29.5591682,200
"974","HEB Pharmacy 630","1701 W Alabama St","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.4026268,29.7380744,100
"975","HEB Pharmacy 631","3804 Us Hwy 377","HOOD","Granbury",NA,100,NA,100,NA,NA,NA,NA,-97.7297886,32.4571962,200
"976","HEB Pharmacy 638","3601 Fm 1488 Rd","MONTGOMERY","Conroe",NA,100,NA,NA,NA,NA,NA,NA,-95.5197244,30.2257441,100
"977","HEB Pharmacy 639","1801 East 51st St","TRAVIS","Austin",NA,100,NA,NA,NA,NA,NA,NA,-97.6989482,30.3032346,100
"978","HEB Pharmacy 64","3801 N 19th St","MCLENNAN","Waco",NA,100,NA,NA,NA,NA,NA,NA,-97.1728072,31.580983,100
"979","HEB Pharmacy 641","1841 Church St","GONZALES","Gonzales",NA,100,NA,NA,NA,NA,NA,NA,-97.4527566,29.5177291,100
"980","Heb Pharmacy 642","1300 S Cage Blvd","HIDALGO","Pharr",NA,100,NA,NA,NA,NA,NA,NA,-98.1883333,26.1792968,100
"981","Heb Pharmacy 643","4444 Kostoryz Rd","NUECES","Corpus Christi",NA,100,NA,NA,NA,NA,NA,NA,-97.4053549,27.7388176,100
"982","Heb Pharmacy 644","1609 N Texas Ave","BRAZOS","Bryan",NA,100,NA,NA,NA,NA,NA,NA,-96.3721406,30.6898726,100
"983","Heb Pharmacy 647","8300 Floyd Curl Dr Ste 105","BEXAR","San Antonio",NA,200,NA,NA,NA,NA,NA,NA,-98.5815588,29.5152794,200
"984","Heb Pharmacy 655","313 Sidney Baker Drive S","KERR","Kerrville",NA,100,NA,NA,NA,NA,NA,200,-99.1433876,30.0412714,300
"985","Heb Pharmacy 656","28550 Highway 290","HARRIS","Cypress",NA,100,NA,NA,NA,NA,NA,NA,-95.7448592,29.9924261,100
"986","Heb Pharmacy 657","9503 Jones Rd","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.5861804,29.9111124,100
"987","Heb Pharmacy 658","23635 Wilderness Oak","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.4998539,29.6626711,100
"988","Heb Pharmacy 659","14028 North Us 183","TRAVIS","Austin",NA,100,NA,NA,NA,NA,NA,NA,-97.8035175,30.4774444,100
"989","Heb Pharmacy 660","3575 West Davis St","MONTGOMERY","Conroe",NA,100,NA,NA,NA,NA,NA,NA,-95.4938771,30.3241386,100
"990","Heb Pharmacy 662","3502 Palmer Highway","GALVESTON","Texas City",NA,100,NA,NA,NA,NA,NA,NA,-94.9495383,29.3972069,100
"991","Heb Pharmacy 668","2990 E Hwy 190","CORYELL","Copperas Cove",NA,100,NA,NA,NA,NA,NA,NA,-97.8644371,31.1186578,100
"992","Heb Pharmacy 671","2030 N 1st St","DIMMIT","Carrizo Springs",NA,100,NA,NA,NA,NA,NA,NA,-99.8519082,28.5363194,100
"993","Heb Pharmacy 672","1821 South Valley Mills Dr","MCLENNAN","Waco",NA,100,NA,NA,NA,NA,NA,NA,-97.1376203,31.523741,100
"994","Heb Pharmacy 673","250 University Blvd","WILLIAMSON","Round Rock",NA,100,NA,NA,NA,NA,NA,NA,-97.6883377,30.5606194,100
"995","Heb Pharmacy 674","120 E Mile 3 Rd","HIDALGO","Mission",NA,100,NA,NA,NA,NA,NA,NA,-98.3177993,26.2560868,100
"996","Heb Pharmacy 675","2710 Pearland Pkwy","BRAZORIA","Pearland",NA,100,NA,NA,NA,NA,NA,NA,-95.264972,29.5582129,100
"997","HEB Pharmacy 677","512 East Edinburg Ave","HIDALGO","Elsa",NA,100,NA,NA,NA,NA,NA,NA,-97.9927526,26.2940531,100
"998","HEB Pharmacy 678","302 Valley Hi Dr","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.6388761,29.3810588,100
"999","HEB Pharmacy 679","600 W Henderson St","JOHNSON","Cleburne",NA,100,NA,100,NA,NA,NA,NA,-97.3938685,32.3471525,200
"1000","HEB Pharmacy 68","5800 W Slaughter Ln","TRAVIS","Austin",NA,100,NA,NA,NA,NA,NA,NA,-97.8765819,30.2016052,100
"1001","HEB Pharmacy 686","26500 Kuykendahl Rd","HARRIS","Tomball",NA,100,NA,NA,NA,NA,NA,NA,-95.5495875,30.1439757,100
"1002","HEB Pharmacy 687","5895 San Felipe St","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.4851276,29.7479767,100
"1003","HEB Pharmacy 69","5313 Saratoga Blvd","NUECES","Corpus Christi",NA,100,NA,NA,NA,NA,NA,NA,-97.3886358,27.6846777,100
"1004","HEB Pharmacy 692","3590 College St","JEFFERSON","Beaumont",NA,100,NA,NA,NA,NA,NA,NA,-94.1286683,30.0694304,100
"1005","HEB Pharmacy 693","107 N Sunset Strip St","KARNES","Kenedy",NA,100,NA,100,NA,NA,100,NA,-97.8600015,28.8158368,300
"1006","HEB Pharmacy 694","2965 N Interstate 35","COMAL","New Braunfels",NA,100,NA,NA,NA,NA,NA,NA,-98.0780654,29.7312986,100
"1007","HEB Pharmacy 696","5000 Gattis School Rd","WILLIAMSON","Hutto",NA,100,NA,NA,NA,NA,NA,NA,-97.5830887,30.5026907,100
"1008","HEB Pharmacy 697","2755 E League City Pkwy","GALVESTON","League City",NA,100,NA,NA,NA,NA,NA,NA,-95.0393787,29.5050802,100
"1009","HEB Pharmacy 698","14100 Spring Cypress Rd","HARRIS","Cypress",NA,100,NA,NA,NA,NA,NA,NA,-95.6388944,30.0034225,100
"1010","HEB Pharmacy 699","1601 Nogalitos St","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.5148641,29.3977426,100
"1011","HEB Pharmacy 700","540 W 5th Street","ECTOR","Odessa",NA,100,NA,NA,NA,NA,NA,NA,-102.3749158,31.8463656,100
"1012","HEB Pharmacy 702","200 W Expressway 83","HIDALGO","McAllen",NA,100,NA,NA,NA,NA,NA,NA,-98.2250026,26.1902703,100
"1013","HEB Pharmacy 705","3540 Rayford Rd","MONTGOMERY","Spring",NA,100,NA,NA,NA,NA,NA,NA,-95.3877385,30.1082451,100
"1014","HEB Pharmacy 707","97 Oyster Creek Dr","BRAZORIA","Lake Jackson",NA,100,NA,100,NA,NA,NA,NA,-95.4460047,29.0423654,200
"1015","HEB Pharmacy 708","14501 Ranch Road 12","HAYS","Wimberley",NA,100,NA,NA,NA,NA,NA,NA,-98.1026159,30.0018426,100
"1016","HEB Pharmacy 709","9722 Fry Rd","HARRIS","Cypress",NA,100,NA,NA,NA,NA,NA,NA,-95.7263622,29.9269071,100
"1017","HEB Pharmacy 71","1314 W Adams","BELL","Temple",NA,100,NA,NA,NA,NA,NA,NA,-97.3535779,31.1021023,100
"1018","HEB Pharmacy 710","8801 South Congress Ave","TRAVIS","Austin",NA,100,NA,NA,NA,NA,NA,NA,-97.7867921,30.1690026,100
"1019","HEB Pharmacy 711","2501 W University Blvd","ECTOR","Odessa",NA,100,NA,NA,NA,NA,NA,NA,-102.4119101,31.8604964,100
"1020","HEB Pharmacy 712","909 E Broadway St","DE WITT","Cuero",NA,100,NA,NA,NA,NA,NA,NA,-97.2806287,29.0896192,100
"1021","HEB Pharmacy 713","3501 Clear Lake City Blvd","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.1270831,29.6063705,100
"1022","HEB Pharmacy 714","2000 Ranch Road 620 S Ste A","TRAVIS","Austin",NA,100,NA,NA,NA,NA,NA,NA,-97.9662187,30.3442692,100
"1023","HEB Pharmacy 715","4701 East Blvd","HARRIS","Deer Park",NA,100,NA,NA,NA,NA,NA,NA,-95.0967735,29.6670496,100
"1024","HEB Pharmacy 716","1340 E Court St","GUADALUPE","Seguin",NA,100,NA,100,NA,NA,NA,NA,-97.9448494,29.5707416,200
"1025","HEB Pharmacy 717","5407 Andrews Hwy","MIDLAND","Midland",NA,100,NA,NA,NA,NA,NA,NA,-102.1550531,31.9962237,100
"1026","HEB Pharmacy 720","4517 Kingwood Dr","HARRIS","Kingwood",NA,100,NA,NA,NA,NA,NA,NA,-95.1821126,30.0510409,100
"1027","HEB Pharmacy 721","1101 W. Stan Schlueter Lp","BELL","Killeen",NA,100,NA,NA,NA,NA,NA,NA,-97.7592818,31.079383,100
"1028","HEB Pharmacy 722","7988 Fm 1488 Rd","MONTGOMERY","Magnolia",NA,100,NA,NA,NA,NA,NA,NA,-95.5846604,30.2223109,100
"1029","HEB Pharmacy 724","10161 W Grand Pkwy S","FORT BEND","Richmond",NA,100,NA,NA,NA,NA,NA,NA,-95.7382922,29.6639888,100
"1030","HEB Pharmacy 725","20311 Champion Forest Dr","HARRIS","Spring",NA,100,NA,NA,NA,NA,NA,NA,-95.5770082,30.0538069,100
"1031","HEB Pharmacy 727","23500 Berry Pkwy","FORT BEND","Richmond",NA,100,NA,NA,NA,NA,NA,NA,-95.7478188,29.5604754,100
"1032","HEB Pharmacy 728","1702 11th St","WALKER","Huntsville",NA,100,NA,NA,NA,NA,NA,NA,-95.5606307,30.7221053,100
"1033","HEB Pharmacy 732","17238 Bulverde Rd","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.4175208,29.5950765,100
"1034","HEB Pharmacy 733","12125 Alamo Ranch Pkwy","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.7315841,29.4857602,100
"1035","HEB Pharmacy 734","5502 Sherwood Way","TOM GREEN","San Angelo",NA,100,NA,NA,NA,NA,NA,NA,-100.5107637,31.4309629,100
"1036","HEB Pharmacy 735","1503 Fm 1431","BURNET","Marble Falls",NA,100,NA,NA,NA,NA,NA,NA,-98.2799355,30.5828556,100
"1037","HEB Pharmacy 736","4950 Fm 1463 Rd","FORT BEND","Katy",NA,100,NA,NA,NA,NA,NA,NA,-95.8470882,29.7192239,100
"1038","HEB Pharmacy 737","2300 N Shepherd Dr","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.4088515,29.8074554,100
"1039","HEB Pharmacy 738","5106 Bissonnet St","HARRIS","Bellaire",NA,100,NA,NA,NA,NA,NA,NA,-95.4695077,29.7076365,100
"1040","HEB Pharmacy 74","1655 Highway 46 West","COMAL","New Braunfels",NA,100,NA,NA,NA,NA,NA,NA,-98.0606326,29.6781964,100
"1041","HEB Pharmacy 741","13401 I-10 East","CHAMBERS","Baytown",NA,100,NA,NA,NA,NA,NA,NA,-94.8491468,29.8271368,100
"1042","HEB Pharmacy 742","6430 Garth Rd","HARRIS","Baytown",NA,100,NA,NA,NA,NA,NA,NA,-94.977466,29.7954949,100
"1043","HEB Pharmacy 744","3663 Washington Ave Ste 100","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.3965525,29.7689838,100
"1044","HEB Pharmacy 745","4955 Beechnut","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.4642681,29.688878,100
"1045","HEB Pharmacy 746","11675 Fm 2154 Rd","BRAZOS","College Station",NA,100,NA,NA,NA,NA,NA,NA,-96.3214757,30.5834341,100
"1046","HEB Pharmacy 748","5251 Fm 2920","HARRIS","Spring",NA,100,NA,NA,NA,NA,NA,NA,-95.5018707,30.0716737,100
"1047","HEB Pharmacy 749","9211 Fm 723","FORT BEND","Richmond",NA,100,NA,NA,NA,NA,NA,NA,-95.8146526,29.6957343,100
"1048","Heb Pharmacy 752","100 Hudson Oaks Dr","PARKER","Weatherford",NA,100,NA,NA,NA,NA,NA,NA,-97.6973153,32.7580596,100
"1049","HEB Pharmacy 756","6055 South Fwy","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.3774319,29.7140461,100
"1050","HEB Pharmacy 757","10200 Hwy 242","MONTGOMERY","Conroe",NA,100,NA,NA,NA,NA,NA,NA,-95.4253732,30.2063976,100
"1051","HEB Pharmacy 759","19529 Northpark Dr","HARRIS","Kingwood",NA,100,NA,NA,NA,NA,NA,NA,-95.2543434,30.0702139,100
"1052","HEB Pharmacy 771","14325 Potranco Rd","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.7778313,29.421426,100
"1053","HEB Pharmacy 772","4405 114th Street","LUBBOCK","Lubbock",NA,100,NA,NA,NA,NA,NA,NA,-101.9063171,33.4900034,100
"1054","HEB Pharmacy 773","1601 Trinity St, Bldg A, Suite 105","TRAVIS","Austin",NA,100,NA,NA,NA,NA,NA,NA,-97.7351454,30.2775501,100
"1055","HEB Pharmacy 84","6818 S Zarzamora St","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.5331377,29.3604706,100
"1056","HEB Pharmacy 85","10718 Potranco","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.7042159,29.4337227,100
"1057","HEB Pharmacy 89","300 Main St","KERR","Kerrville",NA,100,NA,NA,NA,NA,NA,NA,-99.1438857,30.0512233,100
"1058","HEB Pharmacy 91","2508 E Riverside Dr","TRAVIS","Austin",NA,100,NA,NA,NA,NA,NA,NA,-97.7221515,30.2364302,100
"1059","HEB Pharmacy 92","6106 N. Navarro","VICTORIA","Victoria",NA,100,NA,NA,NA,NA,NA,100,-96.9954209,28.8523244,200
"1060","HEB Pharmacy 94","2409 East Expressway 83","HIDALGO","Mission",NA,100,NA,NA,NA,NA,NA,NA,-98.2858848,26.1980517,100
"1061","Heb Pharmacy 95","1911 East Bob Bullock","WEBB","Laredo",NA,300,NA,NA,NA,NA,NA,NA,-99.4738664,27.6074762,300
"1062","HEB Pharmacy 96","7025 Village Center Dr","TRAVIS","Austin",NA,100,NA,NA,NA,NA,NA,NA,-97.7548273,30.351906,100
"1063","HEB Pharmacy 99","10919 Louetta Rd","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.5763325,29.9954598,100
"1064","Helena H. Liptakova Md Pllc","10870 Gateway Blvd N Ste B","EL PASO","El Paso",NA,300,NA,NA,NA,NA,NA,NA,-106.4305111,31.9268932,300
"1065","Hemphill County Hospital","1020 S.4th","HEMPHILL","Canadian",NA,200,NA,NA,NA,NA,NA,300,-100.38818,35.9035747,500
"1066","Henderson Health Center El Paso","721 S Mesa St","EL PASO","El Paso",NA,NA,100,NA,NA,NA,NA,NA,-106.4853602,31.7522567,100
"1067","Hendrick Medical Center","1900 Pine St","TAYLOR","Abilene",NA,NA,100,NA,300,NA,2925,2925,-99.7325631,32.4718235,6250
"1068","Hendrick Medical Center",NA,"TAYLOR","Abilene",2925,NA,NA,NA,NA,NA,NA,NA,-99.7325631,32.4718235,2925
"1069","Hendrick Medical Center Brownwood","1501 Burnett Rd","BROWN","Brownwood",NA,600,NA,NA,100,NA,NA,NA,-98.9926443,31.6716678,700
"1070","Hendrick Provider Network - Abilene 1","1210 N 18th St","TAYLOR","Abilene",NA,NA,NA,300,NA,NA,NA,NA,-99.7338493,32.4704282,300
"1071","Hereford Health Clinic","540 W 15th St","DEAF SMITH","Hereford",NA,200,300,NA,NA,NA,NA,NA,-102.4138799,34.8395595,500
"1072","HEREFORD PHARMACY","809 S 25 MILE AVE","DEAF SMITH","Hereford",NA,NA,NA,100,NA,NA,NA,NA,-102.4060455,34.8204544,100
"1073","Heritage Park Surgical Hospital Llc","3601 N Calais St","GRAYSON","Sherman",NA,NA,300,NA,NA,NA,NA,NA,-96.6017824,33.6767819,300
"1074","Hidalgo County Health and Human Services","1304 S 25th Ave","HIDALGO","Edinburg",NA,NA,NA,NA,5000,NA,NA,NA,-98.1478959,26.2869208,5000
"1075","Hidalgo County Health and Human Services Pharr","300 W. Hall Acres Rd","HIDALGO","Pharr",NA,300,NA,NA,NA,NA,NA,NA,-98.1915695,26.1680205,300
"1076","Hidalgo county health human service","300 East hackberry","HIDALGO","McAllen",NA,1500,NA,NA,NA,NA,NA,NA,-98.2152744,26.208225,1500
"1077","Hidalgo County Hhs Edinburg","3105 E. Richardson Road","HIDALGO","Edinburg",NA,NA,100,NA,NA,NA,NA,NA,-98.1267301,26.3044292,100
"1078","Hidalgo County HHS Hidalgo","702 E Ramon Ayala Dr","HIDALGO","Hidalgo",NA,NA,NA,100,NA,NA,NA,NA,-98.2548421,26.1035922,100
"1079","Hidalgo County Hhs Mission","211 N. Schuerbach Rd","HIDALGO","Mission",NA,500,NA,NA,NA,NA,NA,NA,-98.3623709,26.2146341,500
"1080","Hidalgo County Hhs Weslaco","1901 N. Bridge Ave.","HIDALGO","Weslaco",NA,100,NA,NA,NA,NA,NA,NA,-97.9833413,26.1784044,100
"1081","High Plains Family Medicine","104 N Bryan St","HUTCHINSON","Borger",NA,100,NA,NA,NA,NA,NA,NA,-101.395226,35.666362,100
"1082","Highland Park Emergency Center, LLC","5150 Lemmon Ave.","DALLAS","Dallas",NA,NA,NA,100,NA,NA,NA,NA,-96.8199363,32.8251403,100
"1083","Highland Village Fire Department","1200 Highland Village Rd","DENTON","Lewisville",NA,NA,NA,100,NA,NA,NA,NA,-97.0542555,33.0842438,100
