Provider_Name,Address,County,City,Doses_W1,Doses_W2,Doses_W3,Doses_W4,Doses_W5,Doses_W6,Sum,lon,lat
Farmers Branch Fire Department,13333 Hutton Dr,DALLAS,Farmers Branch,NA,100,NA,NA,NA,NA,100,-95.7382129,32.7201474
Father Joseph Obrien Health Clinic,142 Champion Ave,CAMERON,Port Isabel,NA,NA,NA,100,NA,NA,100,-95.7382922,32.7188585
FE Medical Services PLLC Cllge Stn,Reynolds Medical Building Suite 159,BRAZOS,College Station,NA,NA,NA,NA,NA,975,975,-95.7389093,32.7181641
First Baptist Medical Center Dallas,8111 Meadow Road,DALLAS,Dallas,NA,NA,100,NA,NA,NA,100,-95.7422257,32.7160658
"First Medical Response of Texas, Inc",854 Wild Rose Drive,TRAVIS,Austin,NA,1000,NA,NA,NA,NA,1000,-95.7448592,32.7134442
Fisher County Hospital District,774 State Highway 70 N,FISHER,Rotan,NA,NA,NA,NA,200,NA,200,-95.7460274,32.7131861
Flower Mound Fire Department,3911 S. Broadway Ave,DENTON,Flower Mound,NA,500,NA,NA,NA,NA,500,-95.7462493,32.712311
Foard County Clinic,200 North 1st Street,FOARD,Crowell,NA,NA,NA,NA,100,NA,100,-95.7466857,32.7120681
Fondren Orthopedic Group LLP,7401 Main Street,HARRIS,Houston,NA,NA,NA,300,NA,NA,300,-95.7477144,32.7106808
Fort Bend Pediatrics,4646 Riverstone Blvd,FORT BEND,Missouri City,NA,100,NA,NA,NA,NA,100,-95.7478188,32.7103534
Fort Duncan Regional Medical Center,3333 N Foster Maldonado Blvd,MAVERICK,Eagle Pass,NA,NA,NA,NA,1200,NA,1200,-95.7484962,32.7100357
Fort Duncan Regional Medical Center - Eagle Pass,3333 N Foster Maldonado Blvd,MAVERICK,Eagle Pass,NA,NA,NA,NA,NA,1200,1200,-95.7505857,32.7088026
Foundation Surgical Hospital Of San Antonio,9522 Huebner Rd,BEXAR,San Antonio,NA,500,NA,NA,NA,NA,500,-95.7509985,32.7082388
Fox Rural Health Clinic,1001 Us Highway 83 N,CHILDRESS,Childress,NA,100,NA,200,NA,NA,300,-95.7520352,32.7081038
Frank S Parma Md,2700 Citizens Plz Ste 202,VICTORIA,Victoria,NA,NA,NA,100,NA,NA,100,-95.7538458,32.7074993
Franklin County Rural Health Clinic,506 Texas Highway 37,FRANKLIN,Mount Vernon,NA,NA,NA,100,NA,NA,100,-95.7608422,32.7067875
Freedom Urgent Care,300 W Central Texas Exwpy Ste 115,BELL,Harker Heights,NA,100,NA,NA,NA,NA,100,-95.7652462,32.7058357
Freeport Community Health Network- 061447,905 N Gulf Blvd Ste 100,BRAZORIA,Freeport,NA,100,NA,NA,NA,NA,100,-95.7660925,32.70523
Freestone Medical Center DBA Freestone Health Clinic,734 West Commerce,FREESTONE,Fairfield,NA,100,NA,NA,NA,NA,100,-95.76804,32.7048048
Fresenius Dickinson Dialysis,3800 Hughes Ct,GALVESTON,Dickinson,NA,NA,NA,NA,NA,975,975,-95.770572,32.7045732
Fresenius Kidney Care,1202 Central Texas Expressway,LAMPASAS,Lampasas,NA,NA,NA,100,NA,NA,100,-95.7713795,32.7044885
Fresh By Brookshires Pharmacy 801,6991 Old Jacksonville Hwy,SMITH,Tyler,NA,NA,NA,100,NA,NA,100,-95.7760406,32.7015688
Friendly Neighborhood Health Clinic Pllc,617 E Loop 499,CAMERON,Harlingen,NA,NA,NA,200,NA,NA,200,-95.7776415,32.6998084
Frio Regional Hospital,200 S Interstate 35,FRIO,Pearsall,NA,200,NA,NA,NA,975,1175,-95.7784245,32.6931143
Frio Regional Primary Care & Urgent Care Clinic,801 W Fm 117,FRIO,Dilley,NA,100,NA,100,NA,NA,200,-95.7785883,32.6927206
Friona Rural Health Clinic,1307 Cleveland Ave Ste B,PARMER,Friona,NA,100,NA,100,NA,NA,200,-95.77986,32.6925288
Frisco Fire Department,8601 Gary Burns Dr.,COLLIN,Frisco,NA,300,NA,NA,NA,NA,300,-95.7859014,32.6876941
Frisco Medical Center,5601 Warren Pkwy,COLLIN,Frisco,NA,1800,100,NA,NA,NA,1900,-95.7859014,32.6849588
Frontera Healthcare Network-Junction,509 College St,KIMBLE,Junction,NA,100,NA,NA,NA,NA,100,-95.7863342,32.6829476
Frontera Healthcare Network Mason Clinic,216 E College,MASON,Mason,NA,100,NA,NA,NA,NA,100,-95.7863342,32.6828855
Ft Bend Family Hlth Ctr Accesshealth - Missouri City,307 Texas Pkwy Ste 100,FORT BEND,Missouri City,NA,NA,NA,NA,NA,100,100,-95.7883417,32.6801858
Ft Bend Family Hlth Ctr Accesshealth - Stafford,10435 Greenbough Dr Ste 300,FORT BEND,Stafford,NA,NA,NA,NA,NA,100,100,-95.8011902,32.6793912
Gainesville State School,1379 Fm 678,COOKE,Gainesville,NA,NA,NA,200,NA,NA,200,-95.8070752,32.6783473
Galo A Rodarte Md Pa,400 E Robinson Ave,EL PASO,El Paso,NA,NA,NA,200,NA,NA,200,-95.8099221,32.6768894
Galveston County Health District,9850 B Emmett F Lowry EXpy,GALVESTON,Texas City,NA,200,NA,NA,NA,NA,200,-95.8110583,32.6764144
Garcia's Pharmacy LLC,101 S Stuart Place Rd,CAMERON,Harlingen,NA,100,NA,NA,NA,NA,100,-95.8146526,32.676035
Garland Health Center,802 Hopkins St,DALLAS,Garland,NA,NA,NA,100,NA,NA,100,-95.8157117,32.6734705
Garland Independent Pharmacy,3641 Broadway Blvd,DALLAS,Garland,NA,NA,NA,100,NA,NA,100,-95.820056,32.672841
Gateway Hlth Comm Ctr Inc,2007 S Zapata Hwy,WEBB,Laredo,NA,NA,NA,100,NA,NA,100,-95.8201796,32.6711211
"Gene McDaniel D.O., P.A",308 west hwy 199,PARKER,Springtown,NA,500,NA,NA,NA,NA,500,-95.8231687,32.6656781
Genesis Medical Group Springwoods,2255 E Mossy Oaks Rd,HARRIS,Spring,NA,500,NA,NA,NA,NA,500,-95.825213,32.6647815
Genoa Healthcare Llc 20076,1601 N Anglin St Ste 113,JOHNSON,Cleburne,NA,NA,NA,100,NA,NA,100,-95.8416478,32.6616591
Georgetown Family Emergency Room,1210 W. University Ave.,WILLIAMSON,Georgetown,NA,NA,NA,200,NA,NA,200,-95.8445933,32.660865
Gibson Pharmacy,815 N OCONNOR RD,DALLAS,Irving,NA,NA,NA,100,NA,NA,100,-95.845867,32.6605563
Glenn Lakes Pharmacy Inc,3640 Glenn Lakes Ln,FORT BEND,Missouri City,NA,200,NA,NA,NA,NA,200,-95.8470882,32.659201
Glenview Professional Pharmacy,7640 Glenvie7640 Glenview Dr Ste A,TARRANT,North Richland Hi,NA,100,NA,NA,NA,NA,100,-95.8470941,32.6548724
Global Health,7720 Spencer Highway,HARRIS,Pasadena,NA,500,NA,NA,NA,NA,500,-95.850513,32.6541224
Global Rehab - Fort Worth,6601 Harris Parkway,TARRANT,Fort Worth,NA,100,100,NA,NA,NA,200,-95.8537048,32.6519498
Gonzaba Medical Group Woodlawn Clinic,902 Bandera Rd,BEXAR,San Antonio,NA,1000,NA,NA,NA,NA,1000,-95.874215,32.651503
Grace Clinic of Lubbock,4515 Marsha Sharp Fwy,LUBBOCK,Lubbock,NA,2100,NA,NA,NA,NA,2100,-95.8765487,32.6497928
"Graham Heath Care, Pllc",1005 State Highway 16 S,YOUNG,Graham,NA,NA,NA,100,NA,NA,100,-95.8765631,32.6493218
Graham Pharmacy,1601 W Wall St,MIDLAND,Midland,NA,NA,NA,100,NA,NA,100,-95.8814135,32.6482413
Granbury Hospital Corporation,1310 Paluxy Rd,HOOD,Granbury,NA,700,NA,NA,NA,NA,700,-95.8974351,32.6482198
Grayson County Health Department-Sherman,515 N Walnut St,GRAYSON,Sherman,NA,NA,400,NA,NA,NA,400,-95.9043245,32.6441379
Grimes St Joseph Health Center,210 S Judson St,GRIMES,Navasota,NA,NA,100,NA,NA,NA,100,-95.910442,32.6398937
Gruene Lake Medical,948 Gruene Road,COMAL,New Braunfels,NA,NA,NA,100,NA,NA,100,-95.910442,32.6068135
Gruesbeck Medical Clinic Cable Ranch Rd,1415 Cable Ranch Rd,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100,-95.9114209,32.60643
Gruesbeck Medical Clinic Nw 24th St,323 Nw 24th Street,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-95.9123906,32.6030305
Guadalupe Regional Medical Center,1215 E Court,GUADALUPE,Seguin,NA,800,NA,NA,NA,NA,800,-95.9138554,32.6029703
Gulf Coast Health Center Inc.,2548 Memorial Blvd,JEFFERSON,Port Arthur,NA,NA,NA,NA,NA,100,100,-95.9142267,32.5989854
Hacs-Bautista Pediatric Health Center,902 Frostwood Dr.,HARRIS,Houston,NA,NA,NA,NA,NA,100,100,-95.9471464,32.5984409
Hamilton General Hospital,400 N Brown St,HAMILTON,Hamilton,NA,NA,400,NA,NA,NA,400,-95.9497026,32.5929546
Hampton Apothecary Lp,2701 S Hampton Rd. Ste 100,DALLAS,Dallas,NA,100,NA,NA,NA,NA,100,-95.95814,32.5922986
Hansford County Hospital District (Hospital),707 Roland St,HANSFORD,Spearman,NA,200,NA,NA,NA,200,400,-95.9700482,32.5915214
Hardeman County Clinic,404 Mercer St,HARDEMAN,Quanah,NA,NA,NA,100,NA,NA,100,-95.9700812,32.5880658
HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER ST,HARDEMAN,Quanah,NA,100,NA,NA,NA,NA,100,-95.978292,32.586731
Harlingen Medical Center,5501 S Expressway 77,CAMERON,Harlingen,NA,NA,800,NA,NA,NA,800,-95.9916937,32.5866401
Harrell A Grand MD,3801 Gaston Ave,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100,-96.0200347,32.57876
Harris County Hospital District Hchd,2525 Holly Hall St,HARRIS,Houston,NA,NA,200,NA,NA,NA,200,-96.0580204,32.5764294
Harris County Public Health,2223 West Loop South,HARRIS,Houston,NA,NA,NA,NA,8000,NA,8000,-96.0646514,32.5761597
Harvest Drug And Gift - Wichita Falls - 4426 Kell Blvd,4426 Kell Blvd,WICHITA,Wichita Falls,NA,100,NA,300,NA,NA,400,-96.0676486,32.573863
Harvester Health And Wellness Clinic,701 N Price Rd,GRAY,Pampa,NA,400,NA,NA,NA,NA,400,-96.0727802,32.5698025
Hatcher Station Health Center,4600 Scyene Rd,DALLAS,Dallas,NA,NA,NA,NA,100,NA,100,-96.0776415,32.5659533
HCA Houston Healthcare Clear Lake,500 Medical Center Blvd,HARRIS,Webster,NA,400,NA,NA,200,NA,600,-96.0841376,32.5650416
Hca Houston Healthcare Mainland,6801 Emmett F Lowry Expy,GALVESTON,Texas City,NA,NA,NA,NA,100,NA,100,-96.0857243,32.5635164
HCA Houston Healthcare North Cypress,21214 Northwest Fwy,HARRIS,Cypress,NA,NA,800,NA,200,NA,1000,-96.0901692,32.5614554
Hca Houston Healthcare Northwest,710 Cypress Creek Parkway,HARRIS,Houston,NA,NA,1100,NA,200,NA,1300,-96.0902619,32.5586045
HCA Houston Healthcare Northwest,NA,HARRIS,Houston,1950,NA,NA,NA,NA,NA,1950,-96.10547,32.5559938
HCA Houston Healthcare Pearland,11100 Shadow Creek Parkway,BRAZORIA,Pearland,NA,NA,100,NA,NA,NA,100,-96.1061452,32.5478551
HCA Houston Healthcare Southeast,4000 spencer highway,HARRIS,Pasadena,NA,NA,NA,100,200,NA,300,-96.1081418,32.5476684
HCA Houston Healthcare Southeast,NA,HARRIS,Pasadena,975,NA,NA,NA,NA,NA,975,-96.1086799,32.5474413
HCA Houston Healthcare Tomball,605 Holderreith Blvd,HARRIS,Tomball,NA,800,NA,NA,NA,NA,800,-96.1093422,32.546983
HCPH Main Office,2223 West Loop South,HARRIS,Houston,NA,3000,NA,3000,NA,9000,15000,-96.1108739,32.5464738
Healing Hands Ministries,8515 Greenville Ave Ste N-112,DALLAS,Dallas,NA,100,NA,NA,NA,NA,100,-96.116225,32.5432976
Health by Design Valero Three Rivers Clinic,100 W LeRoy St,LIVE OAK,Three Rivers,NA,NA,NA,100,NA,NA,100,-96.117396,32.5432323
Health Center of Southeast Texas,307 N. William Barnett Ave.,LIBERTY,Cleveland,NA,NA,NA,500,NA,NA,500,-96.1174149,32.543222
Health Center Of Southeast Texas-Liberty,1202 N Travis St,LIBERTY,Liberty,NA,NA,NA,100,NA,NA,100,-96.124205,32.538015
Health Point Bcs,3370 S Texas Ave,BRAZOS,Bryan,NA,NA,NA,100,NA,NA,100,-96.124325,32.5376649
Health Services Of North Texas,4304 Mesa Dr,DENTON,Denton,NA,NA,NA,NA,NA,100,100,-96.1276245,32.5370749
Healthbridge Children's Hospital,2929 Woodland Park Dr,HARRIS,Houston,NA,NA,NA,NA,100,NA,100,-96.1403345,32.536904
Healthcare Associates Of Irving,6161 N State Highway 161,DALLAS,Irving,NA,200,NA,NA,NA,NA,200,-96.1580396,32.5335926
Healthcare Associates of Irving LLP,7501 Lakeview Pkwy,DALLAS,Rowlett,NA,200,NA,NA,NA,NA,200,-96.1667017,32.53344
"Healthcare Associates of Irving, LLP",1001 W Southlake Blvd,TARRANT,Southlake,NA,200,NA,NA,NA,NA,200,-96.1697679,32.5332101
"Healthcare Associates of Irving, LLP",1205 Avondale Haslet Rd,TARRANT,Haslet,NA,100,NA,NA,NA,NA,100,-96.1702651,32.533119
"Healthcare Associates of Irving, LLP",1305 Airport Fwy,TARRANT,Bedford,NA,200,NA,NA,NA,NA,200,-96.1740981,32.5311926
"Healthcare Associates of Irving, LLP",221 Regency Pkwy,TARRANT,Mansfield,NA,200,NA,NA,NA,NA,200,-96.1896134,32.5303511
"Healthcare Associates of Irving, LLP",2760 Virginia Pkwy,COLLIN,McKinney,NA,NA,NA,200,NA,NA,200,-96.199692,32.5260255
"Healthcare Associates of Irving, LLP",3501 N MacArthur Blvd,DALLAS,Irving,NA,100,NA,NA,NA,NA,100,-96.2105724,32.525559
"Healthcare Associates of Irving, LLP",546 E Sandy Lake Rd,DALLAS,Coppell,NA,200,NA,NA,NA,NA,200,-96.2135783,32.5206366
"Healthcare Associates of Irving, LLP",6201 Matlock Rd,TARRANT,Arlington,NA,100,NA,NA,NA,NA,100,-96.251949,32.5200357
"Healthcare Associates of Irving, LLP",6435 South FM 549,ROCKWALL,Rockwall,NA,100,NA,NA,NA,NA,100,-96.2544178,32.5164203
"Healthcare Associates of Irving, LLP",661 E Main St,ELLIS,Midlothian,NA,200,NA,NA,NA,NA,200,-96.2601684,32.5144718
"Healthcare Associates of Irving, LLP",8700 US Hwy 380,DENTON,Aubrey,NA,100,NA,NA,NA,NA,100,-96.2609947,32.5114477
"Healthcare Associates Of Irving, LLP",910 N. Main St,TARRANT,Euless,NA,200,NA,NA,NA,NA,200,-96.2638992,32.5106435
Healthcare Associates of Southlake,2106 East State Hwy 114,TARRANT,Southlake,NA,NA,NA,100,NA,NA,100,-96.2641749,32.5091654
HealthCore Physicians Group,"8210 Walnut Hill Ln, Suite 230",DALLAS,Dallas,NA,200,NA,NA,NA,NA,200,-96.2695136,32.5045841
Healthpoint Abc,1602 Rock Prairie Rd,BRAZOS,College Station,NA,NA,NA,100,NA,NA,100,-96.2708719,32.5038849
Healthpoint Centerville,607 W Lassater,LEON,Centerville,NA,NA,NA,NA,NA,100,100,-96.279247,32.5027627
Healthpoint Franklin,808 W Us Highway 79,ROBERTSON,Franklin,NA,NA,NA,NA,NA,100,100,-96.2795053,32.5026427
Healthpoint Hempstead,215 Fm 1488 Rd,WALLER,Hempstead,NA,NA,NA,NA,NA,100,100,-96.2859614,32.5008276
Healthpoint In Hearne,709 Barton St,ROBERTSON,Hearne,NA,NA,NA,NA,NA,100,100,-96.2893282,32.5008276
Healthpoint Madisonville,100 W Cross St,MADISON,Madisonville,NA,NA,NA,NA,NA,100,100,-96.2895514,32.499418
Healthpoint Memorial,1301 Memorial Drive,BRAZOS,Bryan,NA,NA,NA,100,NA,NA,100,-96.289711,32.4969404
Healthpoint Navasota,1905 Dove Crossing Ln Ste C,GRIMES,Navasota,NA,NA,NA,NA,NA,100,100,-96.289711,32.4802361
Healthpoint Rockdale,1701 Pecos Ave Ste B,MILAM,Rockdale,NA,NA,NA,NA,NA,100,100,-96.2915027,32.4787289
Healthpoint Somerville,600 Memory Lane,BURLESON,Somerville,NA,NA,NA,NA,NA,100,100,-96.2922501,32.4744303
Healthpoint Trinity,315 Prospect Dr,TRINITY,Trinity,NA,NA,NA,NA,NA,975,975,-96.2974786,32.4739594
Healthsouth Riosa Rehabilitation Hospital Pharmacy,9119 Cinnamon Hl,BEXAR,San Antonio,NA,NA,NA,NA,300,NA,300,-96.2976892,32.4739414
HEALTHVILLE PHARMACY,7215 MCPHERSON RD,WEBB,Laredo,NA,100,NA,NA,NA,NA,100,-96.2988336,32.4739135
Heart Hospital Of Austin,3801 N Lamar Blvd,TRAVIS,Austin,NA,400,NA,700,NA,NA,1100,-96.3139269,32.4730841
"Heaton Ear, Nose and Throat",1136 E Grande Blvd,SMITH,Tyler,NA,500,NA,NA,NA,NA,500,-96.318952,32.4722881
Heavenly Hands Family Medical Clinic Pllc,7602 Great Trinity Forest Way,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100,-96.3189856,32.4718235
HEB Pharmacy 0070,1345 Barrow St,TAYLOR,Abilene,NA,100,NA,100,NA,NA,200,-96.3214757,32.4718235
HEB Pharmacy 013,4031 E Us Highway 83,STARR,Rio Grande City,NA,100,NA,100,NA,NA,200,-96.3328681,32.4714232
HEB Pharmacy 102,8503 Nw Military Hwy,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.3357555,32.4704905
HEB Pharmacy 106,1015 S Ww White Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.3435877,32.4704282
HEB Pharmacy 107,101 S Clay St,ELLIS,Ennis,NA,100,NA,100,NA,NA,200,-96.344894,32.4695206
HEB Pharmacy 108,20935 Us Hwy 281 N,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.3449173,32.4673897
HEB Pharmacy 109,9710 Katy Freeway,HARRIS,Houston,NA,100,NA,NA,NA,NA,100,-96.34596,32.4605638
HEB Pharmacy 110,8900 Highway 6,FORT BEND,Missouri City,NA,100,NA,NA,NA,NA,100,-96.3472761,32.4603266
HEB Pharmacy 136,1213 S Commerce St,CAMERON,Harlingen,NA,100,NA,NA,NA,NA,100,-96.3501548,32.4601449
HEB Pharmacy 139,5801 Weber Rd,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100,-96.350652,32.4587409
HEB Pharmacy 14,5401 South Fm 1626,HAYS,Kyle,NA,100,NA,NA,NA,NA,100,-96.3507177,32.4571962
HEB Pharmacy 16,165 Nw John Jones Dr,JOHNSON,Burleson,NA,100,NA,100,NA,NA,200,-96.3508996,32.4550256
HEB Pharmacy 161,7112 Ed Bluestein Blvd Ste 125,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100,-96.3594706,32.4547484
HEB Pharmacy 164,15000 San Pedro Ave,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.3721406,32.4506987
HEB Pharmacy 168,1103 Morgan Blvd,CAMERON,Harlingen,NA,100,NA,NA,NA,NA,100,-96.3734917,32.4475105
HEB Pharmacy 172,1212 S Closner Blvd,HIDALGO,Edinburg,NA,100,NA,NA,NA,NA,100,-96.375508,32.4436203
HEB Pharmacy 178,6839 San Pedro Ave,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.3807465,32.4357067
HEB Pharmacy 182,3002 S 31st St,BELL,Temple,NA,100,NA,NA,NA,NA,100,-96.3862943,32.4331664
HEB Pharmacy 183,9414 N Lamar Blvd,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100,-96.3887714,32.4323888
HEB Pharmacy 184,11158 Leopard St,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100,-96.3961942,32.4315081
HEB Pharmacy 186,2310 E Saunders,WEBB,Laredo,NA,100,NA,NA,NA,NA,100,-96.3977442,32.4312217
HEB Pharmacy 189,2130 Culebra Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.3979201,32.4307494
HEB Pharmacy 19,19337 Mcdonald St,ATASCOSA,Lytle,NA,100,NA,NA,NA,NA,100,-96.4003323,32.4257364
HEB Pharmacy 191,4821 Broadway St,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.4404379,32.4257364
HEB Pharmacy 195,11551 West Ave,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.4482622,32.4159554
HEB Pharmacy 20,24224 Northwest Fwy,HARRIS,Cypress,NA,100,NA,NA,NA,NA,100,-96.4493444,32.4117188
HEB Pharmacy 200,800 S Saint Marys St,BROOKS,Falfurrias,NA,100,NA,100,NA,NA,200,-96.460795,32.4115318
HEB Pharmacy 202,5808 Burnet Rd,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100,-96.463092,32.4064195
HEB Pharmacy 205,721 Castroville Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.4632478,32.4015198
HEB Pharmacy 207,1301 Guadalupe St,WEBB,Laredo,NA,100,NA,NA,NA,NA,100,-96.4654751,32.3997818
HEB Pharmacy 210,4320 S Alameda St,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100,-96.4660455,32.3968714
HEB Pharmacy 211,415 N New Braunfels Ave,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.4671613,32.3964026
HEB Pharmacy 212,3200 N 10th St,HIDALGO,McAllen,NA,100,NA,NA,NA,NA,100,-96.4687851,32.3882937
HEB Pharmacy 218,12407 N Mopac,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100,-96.4695761,32.3855722
HEB Pharmacy 223,1115 E Main St,JIM WELLS,Alice,NA,100,NA,200,NA,NA,300,-96.4702423,32.3847105
Heb Pharmacy 224,7951 Guilbeau Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.4704921,32.3746583
Heb Pharmacy 225,7010 Hwy 71 W,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100,-96.4709918,32.3724969
Heb Pharmacy 226,Conway And 8th St,HIDALGO,Mission,NA,100,NA,NA,NA,NA,100,-96.4715747,32.3720642
Heb Pharmacy 227,2110 New Slaughter Lane,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100,-96.4719312,32.3719016
Heb Pharmacy 229,6607 S Interstate 35,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100,-96.4774041,32.3716266
Heb Pharmacy 230,14087 Oconnor Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.4798412,32.3712955
Heb Pharmacy 231,1004 N Texas Ave,HIDALGO,Weslaco,NA,100,NA,NA,NA,NA,100,-96.4950415,32.3692694
Heb Pharmacy 233,1616 N Alabama Rd,WHARTON,Wharton,NA,100,NA,100,NA,400,600,-96.5034767,32.3689897
Heb Pharmacy 235,9255 Fm 471 West,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.5087101,32.3613024
Heb Pharmacy 236,1434 W Wells Branch Pkwy,TRAVIS,Pflugerville,NA,100,NA,NA,NA,NA,100,-96.516392,32.358724
Heb Pharmacy 237,1101 S Interstate 35,WILLIAMSON,Georgetown,NA,100,NA,NA,NA,NA,100,-96.5168503,32.358724
Heb Pharmacy 238,201 S 15th St,NAVARRO,Corsicana,NA,100,NA,NA,NA,NA,100,-96.5172253,32.354794
HEB Pharmacy 24,11521 North Fm 620,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100,-96.5190172,32.3535369
Heb Pharmacy 243,641 E Hopkins St,HAYS,San Marcos,NA,100,NA,NA,NA,NA,100,-96.5284973,32.351331
HEB Pharmacy 25,925 10th St,WILSON,Floresville,NA,100,NA,NA,NA,NA,100,-96.5290599,32.3482649
Heb Pharmacy 253,3500 Leopard St,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100,-96.5311873,32.3477806
Heb Pharmacy 255,4801 San Dario,WEBB,Laredo,NA,100,NA,NA,NA,NA,100,-96.5311873,32.3471525
HEB Pharmacy 26,3524 S New Braunfels,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.5334359,32.3447629
Heb Pharmacy 262,5601 Bandera Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.5356865,32.3439848
Heb Pharmacy 263,1628 Central Blvd,CAMERON,Brownsville,NA,100,NA,NA,NA,NA,100,-96.5378122,32.3429531
Heb Pharmacy 265,170 E Whitestone Blvd,WILLIAMSON,Cedar Park,NA,100,NA,NA,NA,NA,100,-96.5421055,32.337978
Heb Pharmacy 269,10710 Research Blvd,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100,-96.5433977,32.3372659
Heb Pharmacy 270,5425 S Padre Island,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100,-96.5443773,32.3371327
HEB Pharmacy 28,2955 Gulf Fwy S,GALVESTON,League City,NA,100,NA,NA,NA,NA,100,-96.5479409,32.333856
HEB Pharmacy 29,701 S Capital Of Texas Hwy Ste D470,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100,-96.5486084,32.3328216
Heb Pharmacy 291,613 S Exp Hwy 83,CAMERON,Harlingen,NA,100,NA,NA,NA,NA,100,-96.5537362,32.3271289
Heb Pharmacy 292,2700 7th St,MATAGORDA,Bay City,NA,100,NA,NA,NA,NA,100,-96.5659111,32.3256941
Heb Pharmacy 294,6580 Fm 78,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.5692005,32.3240459
HEB Pharmacy 31,12860 N Highway 183,WILLIAMSON,Austin,NA,100,NA,NA,NA,NA,100,-96.5698212,32.3203497
Heb Pharmacy 332,2950 Southmost Rd,CAMERON,Brownsville,NA,100,NA,NA,NA,NA,100,-96.5754793,32.3200101
Heb Pharmacy 333,101 E Goodnight Ave,SAN PATRICIO,Aransas Pass,NA,100,NA,100,NA,500,700,-96.5848855,32.319472
Heb Pharmacy 334,3601 Pecan Blvd,HIDALGO,McAllen,NA,100,NA,NA,NA,NA,100,-96.5851164,32.3184042
HEB Pharmacy 34,3750 Gattis School Rd,WILLIAMSON,Round Rock,NA,100,NA,NA,NA,NA,100,-96.5854456,32.3081737
Heb Pharmacy 351,103 W Elm St,JACKSON,Edna,NA,100,NA,NA,NA,300,400,-96.5859531,32.3079269
Heb Pharmacy 372,1955 Nacogdoches Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.5938556,32.3068194
Heb Pharmacy 373,16900 N Fm 620,WILLIAMSON,Round Rock,NA,100,NA,NA,NA,NA,100,-96.5951071,32.2970436
HEB Pharmacy 38,901 W Expressway 83,HIDALGO,San Juan,NA,100,NA,NA,NA,NA,100,-96.5957329,32.2937792
Heb Pharmacy 380,651 S Walnut,COMAL,New Braunfels,NA,100,NA,NA,NA,NA,100,-96.5967946,32.2790625
Heb Pharmacy 381,601 Indian Trl,BELL,Harker Heights,NA,100,NA,NA,NA,NA,100,-96.5984238,32.2720623
HEB Pharmacy 382,3325 W Wadley Ave,MIDLAND,Midland,NA,100,NA,NA,NA,NA,100,-96.5999258,32.2713178
Heb Pharmacy 384,6030 Montgomery,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.6004473,32.2536341
Heb Pharmacy 385,300 W Olmos Dr,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.6005489,32.2414493
Heb Pharmacy 387,3801 E 42nd St,ECTOR,Odessa,NA,100,NA,NA,NA,NA,100,-96.6017824,32.2368766
Heb Pharmacy 388,6001 W Parmer Lane,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100,-96.6034206,32.2348961
Heb Pharmacy 389,6000 West Ave,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-96.6040354,32.2347442
